Time,Price,Transactions-per-day,Cap,Bitcoins,Transactions-per-block,Transactions-total,Difficulty
2017-06-22 00:00:00,2727.2880125,269685,44743205311.07188,16405750,1940.179856115108,234197519,711697198173
2017-06-24 00:00:00,2589.1648875,227127,42487095408.79781,16409575,1555.664383561644,234684584,711697198173
2017-06-26 00:00:00,2436.4510571428573,261906,39989166644.50357,16412875,1844.4084507042253,235127209,711697198173
2017-06-28 00:00:00,2585.349185714286,279811,42442320273.54893,16416475,1782.2356687898089,235666757,711697198173
2017-06-30 00:00:00,2477.641375,267360,40682623613.3625,16419900,1736.1038961038962,236165171,711697198173
2017-07-02 00:00:00,2501.191342857143,196539,41080316972.48857,16424300,1045.4202127659576,236583566,708707940675.8989
2017-07-04 00:00:00,2599.7298375,255483,42709239179.27016,16428337.5,1669.8235294117646,237092293,708659466230
2017-07-06 00:00:00,2609.96775,225106,42886924818.806244,16431975,1585.2535211267605,237554407,708659466230
2017-07-08 00:00:00,2562.1306624999997,220835,42110891329.15047,16435887.5,1338.3939393939395,238018856,708659466230
2017-07-10 00:00:00,2366.1701428571428,251722,38900014611.33214,16440075,1277.7766497461928,238458702,708659466230
2017-07-12 00:00:00,2385.7485714285717,257138,39232323095.42857,16444450,1452.7570621468926,238981599,708659466230
2017-07-14 00:00:00,2190.947833333333,227903,36037038604.84167,16448150,1639.589928057554,239455397,761764941640.259
2017-07-16 00:00:00,1931.2143,203165,31771903140.3825,16451775,1246.4110429447853,239880413,804525194568
2017-07-18 00:00:00,2320.12225,260575,38179206707.796875,16455687.5,1579.2424242424242,240371303,804525194568
2017-07-20 00:00:00,2898.1884166666664,230199,47702949608.25625,16459575,1420.9814814814815,240855270,804525194568
2017-07-22 00:00:00,2807.609857142857,223358,46223084883.07143,16463500,1395.9875,241347071,804525194568
2017-07-24 00:00:00,2751.821028571429,240072,45316644720.88572,16467875,1348.7191011235955,241768174,804525194568
2017-07-26 00:00:00,2495.028585714286,237853,41097019288.87946,16471562.5,1618.047619047619,242250063,804525194568
2017-07-28 00:00:00,2781.636583333333,247207,45828471053.678116,16475362.5,1648.0466666666666,242722639,860221984436
2017-07-30 00:00:00,2745.955416666666,184145,45251045529.0052,16479162.5,1252.687074829932,243117918,860221984436
2017-08-01 00:00:00,2710.4130666666665,131875,44675298135.74333,16482837.5,885.0671140939597,243480805,860221984436
2017-08-03 00:00:00,2794.117716666666,213017,46065116956.410614,16486462.5,1543.6014492753623,243903143,860221984436
2017-08-05 00:00:00,3218.1150166666666,239771,53069653154.78604,16490912.5,1354.638418079096,244378706,860221984436
2017-08-07 00:00:00,3407.2268333333336,249002,56200758544.42917,16494575,1627.4640522875818,244827335,860221984436
2017-08-09 00:00:00,3357.326316666667,260955,55390344636.57751,16498350,1890.9782608695652,245363864,888074709977.5363
2017-08-11 00:00:00,3632.5066666666667,284001,59942989324.666664,16501825,1972.2291666666667,245905830,923233068448
2017-08-13 00:00:00,4125.54802,263310,68093665581.257256,16505362.5,1779.1216216216217,246429661,923233068448
2017-08-15 00:00:00,4217.028328571429,311002,69618446260.69875,16508887.5,2046.0657894736842,246996025,923233068448
2017-08-17 00:00:00,4328.725716666667,347319,71479165577.8875,16512750,1940.3296089385474,247618210,923233068448
2017-08-19 00:00:00,4222.662214285714,266832,69743600462.25,16516500,1767.0993377483444,248197292,923233068448
2017-08-21 00:00:00,4043.722,236772,66800518311.625,16519562.5,2058.886956521739,248644916,923233068448
2017-08-23 00:00:00,4174.95,315734,68981289804.375,16522662.5,1985.748427672956,249156933,923233068448
2017-08-25 00:00:00,4363.05445,208169,72100292858.95937,16525187.5,2061.079207920792,249568907,888171856257
2017-08-27 00:00:00,4354.308333333333,261891,71969913143.22917,16528437.5,1689.6193548387096,250057283,888171856257
2017-08-29 00:00:00,4607.98545,281116,76178812260.67313,16531912.5,1886.6845637583892,250562170,888171856257
2017-08-31 00:00:00,4748.255,280724,78517382092.75,16536050,1722.2331288343557,251114360,888171856257
2017-09-02 00:00:00,4580.387479999999,236811,75760868525.75699,16540275,1443.969512195122,251634841,888171856257
2017-09-04 00:00:00,4344.0983166666665,269280,71870445889.03104,16544387.5,1538.7428571428572,252099410,888171856257
2017-09-06 00:00:00,4641.822016666666,276225,76816932326.06458,16548875,1705.0925925925926,252653583,903315386418.9012
2017-09-08 00:00:00,4310.750183333334,279488,71356979356.6398,16553262.5,1597.0742857142857,253189445,922724699725
2017-09-10 00:00:00,4329.955,193240,71691497930.5,16557100,1400.2898550724638,253600575,922724699725
2017-09-12 00:00:00,4219.036616666667,256230,69874102306.50209,16561625,1362.9255319148936,254110297,922724699725
2017-09-14 00:00:00,3319.6299999999997,268068,54993571515.24999,16566175,1540.6206896551723,254641685,922724699725
2017-09-16 00:00:00,3763.62604,228257,62365306431.7965,16570537.5,1350.6331360946745,255162021,922724699725
2017-09-18 00:00:00,4093.316666666667,218204,67843960761.25001,16574325,1718.1417322834645,255577908,1052185622754.5197
2017-09-20 00:00:00,3977.5616666666665,235723,65938973200.0625,16577737.5,2014.7264957264956,256096548,1103400932964
2017-09-22 00:00:00,3637.5025499999997,227615,60315885095.77125,16581675,1637.5179856115108,256579420,1103400932964
2017-09-24 00:00:00,3703.0406500000004,185277,61417012140.61563,16585562.5,1277.7724137931034,256968558,1103400932964
2017-09-26 00:00:00,3910.3073833333333,263648,64867502636.00916,16588850,1910.4927536231885,257458809,1103400932964
2017-09-28 00:00:00,4201.98905,275976,69723184107.745,16592900,1559.1864406779662,257992746,1103400932964
2017-09-30 00:00:00,4335.368316666667,212678,71952969917.53354,16596737.5,1541.144927536232,258459862,1103400932964
2017-10-02 00:00:00,4386.88375,295002,72823312134.89062,16600237.5,1966.68,258958517,1123590453769.76
2017-10-04 00:00:00,4225.175,232826,70155650735,16604200,1737.5074626865671,259473475,1123863285132
2017-10-06 00:00:00,4345.6033333333335,283699,72170693759.16667,16607750,1784.2704402515724,260030417,1123863285132
2017-10-08 00:00:00,4602.280883333334,238385,76453090033.93333,16612000,1309.8076923076924,260500028,1123863285132
2017-10-10 00:00:00,4782.28,303101,79462424258.5,16616012.5,1894.38125,261100075,1123863285132
2017-10-12 00:00:00,5325.130683333333,293164,88501874725.39436,16619662.5,1916.1045751633987,261685698,1123863285132
2017-10-14 00:00:00,5739.438733333333,293140,95407407494.04167,16623125,2079.0070921985816,262288657,1123863285132
2017-10-16 00:00:00,5711.205866666667,314725,94964431959.39334,16627737.5,1808.7643678160919,262886855,1196792694098
2017-10-18 00:00:00,5546.176100000001,329579,92242198387.96751,16631675,2182.6423841059604,263550872,1196792694098
2017-10-20 00:00:00,5979.45984,312409,99475116073.968,16636137.5,1745.3016759776535,264220266,1196792694098
2017-10-22 00:00:00,5983.184550000001,289131,99562135446.97876,16640325,1588.631868131868,264821654,1196792694098
2017-10-24 00:00:00,5505.827766666666,347220,91642025553.67166,16644550,2079.1616766467064,265484970,1196792694098
2017-10-26 00:00:00,5893.138416666666,265827,98115524477.1552,16649112.5,1476.8166666666666,266066212,1233777273049.2334
2017-10-28 00:00:00,5776.6969500000005,207066,96190524845.50125,16651475,2436.070588235294,266519970,1452839779145
2017-10-30 00:00:00,6105.87422,316077,101694785279.22725,16655237.5,2150.183673469388,267170072,1452839779145
2017-11-01 00:00:00,6665.306683333333,241788,111032844955.63875,16658325,2218.238532110092,267689395,1452839779145
2017-11-03 00:00:00,7197.72006,277598,119930391012.7365,16662275,2332.7563025210084,268308467,1452839779145
2017-11-05 00:00:00,7377.012366666667,251728,122942798361.19292,16665662.5,1785.3049645390072,268854316,1452839779145
2017-11-07 00:00:00,7092.127233333333,335636,118220619187.42249,16669275,2151.5128205128203,269460981,1452839779145
2017-11-09 00:00:00,7158.03706,341281,119345862425.91675,16672987.5,2230.59477124183,270103608,1452839779145
2017-11-11 00:00:00,6362.851033333333,194634,106103642870.71208,16675487.5,2432.925,270569987,1364422081125
2017-11-13 00:00:00,6550.227533333334,309299,109246250479.9725,16678237.5,2209.2785714285715,271065252,1364422081125
2017-11-15 00:00:00,7301.42992,321788,121800537300.086,16681737.5,2117.0263157894738,271659035,1364422081125
2017-11-17 00:00:00,7786.884366666666,306617,129929811148.99916,16685725,1836.0299401197606,272276048,1364422081125
2017-11-19 00:00:00,8007.654066666667,264855,133643141971.57834,16689425,1655.34375,272811777,1364422081125
2017-11-21 00:00:00,8059.8,371091,134548487745,16693775,2145.034682080925,273519072,1364422081125
2017-11-23 00:00:00,8148.95,352207,136067805658.125,16697587.5,2243.356687898089,274127988,1364422081125
2017-11-25 00:00:00,8707.407266666667,336689,145425891723.50668,16701400,2158.2628205128203,274770412,1347001430558
2017-11-27 00:00:00,9718.29505,379256,162348370564.33438,16705437.5,2230.9176470588236,275479345,1347001430558
2017-11-29 00:00:00,9879.328333333333,398090,165079130752.25,16709550,2301.098265895954,276243412,1347001430558
2017-12-01 00:00:00,10883.912,412908,181912888874.6,16713925,2256.3278688524592,277040706,1347001430558
2017-12-03 00:00:00,11332.622,353044,189460332831.525,16718137.5,2005.9318181818182,277720104,1347001430558
2017-12-05 00:00:00,11878.433333333334,405709,198638586220.83334,16722625,2279.2640449438204,278526499,1347001430558
2017-12-07 00:00:00,16501.971666666668,372345,276026211047.2292,16726862.5,2465.860927152318,279342431,1590896927258
2017-12-09 00:00:00,15142.834152123332,403399,253354758199.17548,16731000,2318.385057471264,280130922,1590896927258
2017-12-11 00:00:00,16762.116666666665,368598,280517165313.5416,16735187.5,2155.5438596491226,280840940,1590896927258
2017-12-13 00:00:00,16808.366666666665,424579,281363023502.9166,16739462.5,2282.6827956989246,281638496,1590896927258
2017-12-15 00:00:00,17771.899999999998,405676,297570694261.24994,16743887.5,2400.449704142012,282534816,1590896927258
2017-12-17 00:00:00,19289.785,391910,323071829482.4375,16748337.5,2118.4324324324325,283290948,1590896927258
2017-12-19 00:00:00,17737.111666666668,378622,297138524342.9792,16752362.5,2704.442857142857,284063809,1873105475221
2017-12-21 00:00:00,16047.51,335482,268887463900.875,16755712.5,2541.530303030303,284769568,1873105475221
2017-12-23 00:00:00,15360.261666666667,308211,257428577373.0625,16759387.5,2217.345323741007,285458427,1873105475221
2017-12-25 00:00:00,14119.028333333334,228926,236676918975.95834,16762975,1695.7481481481482,285966876,1873105475221
2017-12-27 00:00:00,15589.321666666665,307642,261381479588.49997,16766700,1972.0641025641025,286521958,1873105475221
2017-12-29 00:00:00,14640.14,353824,245524297887.5,16770625,2144.387878787879,287180835,1873105475221
2017-12-31 00:00:00,14165.574999999999,290422,237620437837.49997,16774500,1781.7300613496932,287815664,1873105475221
2018-01-02 00:00:00,15005.856666666667,340980,251777079094.125,16778587.5,1994.0350877192982,288398401,1931136454487
2018-01-04 00:00:00,15199.355000000001,425008,255085455190.75003,16782650,2529.809523809524,289219372,1931136454487
2018-01-06 00:00:00,17319.198,358847,290729366696.925,16786537.5,2135.9940476190477,289920926,1931136454487
2018-01-08 00:00:00,15265.906666666668,345672,256324304948.83334,16790637.5,2082.3614457831327,290634785,1931136454487
2018-01-10 00:00:00,15126.398333333333,347393,254044267488.72916,16794762.5,2092.7289156626507,291342443,1931136454487
2018-01-12 00:00:00,13912.882000000001,300091,233728069870.80002,16799400,1685.9044943820224,291980493,1931136454487
2018-01-14 00:00:00,13852.92,235045,232773385344,16803200,1516.4193548387098,292481273,2227847638503
2018-01-16 00:00:00,11180.998333333331,303725,187919737800.72913,16807062.5,1910.2201257861636,293058621,2227847638503
2018-01-18 00:00:00,11345.423333333332,309495,190731457101.4583,16811312.5,1788.9884393063585,293683887,2227847638503
2018-01-20 00:00:00,12950.793333333333,240611,217775360376,16815600,1351.747191011236,294168117,2227847638503
2018-01-22 00:00:00,10544.593333333332,245562,177360323481.49997,16820025,1470.4311377245508,294629301,2227847638503
2018-01-24 00:00:00,11282.258333333333,250423,189817650188.02084,16824437.5,1422.8579545454545,295151660,2227847638503
2018-01-26 00:00:00,10969.815,220459,184603886255.25,16828350,1422.316129032258,295608699,2603077300218
2018-01-28 00:00:00,11765.71,213446,198043813361.625,16832287.5,1350.9240506329113,296015723,2603077300218
2018-01-30 00:00:00,10184.061666666666,236609,171461153633.875,16836225,1416.820359281437,296484508,2603077300218
2018-02-01 00:00:00,9083.258333333333,257664,152959231815.10416,16839687.5,1610.4,296946448,2603077300218
2018-02-03 00:00:00,9076.678333333333,194891,152885414135.5625,16843762.5,1233.487341772152,297377257,2603077300218
2018-02-05 00:00:00,6838.816666666667,216363,115222434845,16848300,1169.5297297297298,297767307,2603077300218
2018-02-07 00:00:00,8099.958333333333,213719,136502016575.52083,16852187.5,1515.7375886524824,298225146,2874674234415
2018-02-09 00:00:00,8535.516666666668,177860,143870507868.95837,16855512.5,1317.4814814814815,298576295,2874674234415
2018-02-11 00:00:00,8343.455,147208,140663872242.8125,16859187.5,974.8874172185431,298905286,2874674234415
2018-02-13 00:00:00,8597.7675,182984,144986840154.84375,16863312.5,1115.7560975609756,299275188,2874674234415
2018-02-15 00:00:00,9977.154,198183,168286527234.375,16867187.5,1512.8473282442749,299669788,2874674234415
2018-02-17 00:00:00,10841.991666666667,173789,182915376933.22916,16871012.5,1166.3691275167785,300031315,2874674234415
2018-02-19 00:00:00,11110.964999999998,187367,187498228810.31247,16875062.5,1156.5864197530864,300378177,2874674234415
2018-02-21 00:00:00,10532.791666666666,205201,177782332242.1875,16878937.5,1214.207100591716,300781833,3007383866429
2018-02-23 00:00:00,10162.116666666667,185193,171563458942.5,16882650,1251.304054054054,301150261,3007383866429
2018-02-25 00:00:00,9696.593333333332,144869,163742492982.66666,16886600,847.187134502924,301449664,3007383866429
2018-02-27 00:00:00,10763.883333333333,219624,181805891407.70834,16890362.5,1372.65,301855762,3007383866429
2018-03-01 00:00:00,11009.381666666668,233744,185996484777.52084,16894362.5,1416.6303030303031,302278729,3007383866429
2018-03-03 00:00:00,11326.948333333334,177024,191409144345.1042,16898562.5,983.4666666666667,302650826,3007383866429
2018-03-05 00:00:00,11595.54,201438,195991005853.5,16902275,1351.9328859060402,303012495,3233581400367.215
2018-03-07 00:00:00,10118.058,213978,171057785683.875,16906187.5,1362.9171974522294,303432489,3290605988755
2018-03-09 00:00:00,9089.278333333334,198180,153700037464.6042,16910037.5,1357.3972602739725,303827091,3290605988755
2018-03-11 00:00:00,9761.396666666666,150884,165101334800.99997,16913700,986.1699346405229,304134203,3290605988755
2018-03-13 00:00:00,9154.699999999999,196140,154876353756.24997,16917687.5,1241.392405063291,304518737,3290605988755
2018-03-15 00:00:00,8358.121666666666,206186,141430179681.6458,16921287.5,1431.8472222222222,304915965,3290605988755
2018-03-17 00:00:00,7993.674643641666,154496,135293742711.09956,16925100,1036.8859060402685,305257440,3290605988755
2018-03-19 00:00:00,8412.033333333333,191528,142406681397.5,16928925,1235.6645161290323,305613369,3462542391191
2018-03-21 00:00:00,8947.753333333334,194846,151507050388.25,16932412.5,1281.8815789473683,306003383,3462542391191
2018-03-23 00:00:00,8686.826666666666,179818,147118901988,16935862.5,1352.015037593985,306368388,3462542391191
2018-03-25 00:00:00,8617.296666666667,135274,145972696885,16939500,1002.0296296296297,306660749,3462542391191
2018-03-27 00:00:00,7876.195,187065,133448537838.625,16943275,1230.6907894736842,307035664,3462542391191
2018-03-29 00:00:00,7172.28,192411,121547642971.5,16946862.5,1265.8618421052631,307405596,3462542391191
2018-03-31 00:00:00,6935.48,148617,117559767046.5,16950487.5,1161.0703125,307740153,3462542391191
2018-04-02 00:00:00,7035.848333333332,168178,119289026723.18748,16954462.5,1078.0641025641025,308043460,3511060552899
2018-04-04 00:00:00,6787.761666666666,185710,115109153212.89583,16958337.5,1263.3333333333333,308428089,3511060552899
2018-04-06 00:00:00,6603.876666666667,172889,112015038568.45834,16962012.5,1252.8188405797102,308782810,3511060552899
2018-04-08 00:00:00,7017.656666666667,138535,119063492862.25,16966275,860.4658385093168,309075984,3511060552899
2018-04-10 00:00:00,6787.571666666667,186415,115186194163.72917,16970162.5,1136.6768292682927,309438962,3511060552899
2018-04-12 00:00:00,7847.845,210879,133210105814.5,16974100,1369.344155844156,309833089,3511060552899
2018-04-14 00:00:00,8036.511051408333,161843,136442880066.92924,16977875,1181.3357664233577,310212214,3796188328004.6206
2018-04-16 00:00:00,8043.803333333333,196106,136597253970.58333,16981675,1390.822695035461,310582351,3839316899029
2018-04-18 00:00:00,8164.937425765001,200740,138687177632.81656,16985700,1254.625,310984911,3839316899029
2018-04-20 00:00:00,8852.718333333332,207777,150404475372.93747,16989637.5,1516.6204379562043,311406211,3839316899029
2018-04-22 00:00:00,8838.548333333334,171870,150198975921.0417,16993625,1074.1875,311772056,3839316899029
2018-04-24 00:00:00,9555.542,254493,162420564033.55,16997525,1600.5849056603774,312252902,3839316899029
2018-04-26 00:00:00,9258.398333333333,216732,157400409845.29166,17000825,1537.1063829787233,312682789,3839316899029
2018-04-28 00:00:00,9326.173333333334,203681,158584116594.6667,17004200,1591.2578125,313097589,4022059196164
2018-04-30 00:00:00,9259.57,215107,157487808261.625,17008112.5,1387.7870967741935,313493494,4022059196164
2018-05-02 00:00:00,9221.426,212296,156873400630.275,17011837.5,1516.4,313905749,4022059196164
2018-05-04 00:00:00,9710.730000000001,219069,165232440778.50003,17015450,1587.4565217391305,314353339,4022059196164
2018-05-06 00:00:00,9630.136276683334,171761,163896974566.72208,17019175,1253.7299270072992,314727803,4022059196164
2018-05-08 00:00:00,9228.608333333334,217810,157096638579.0625,17022787.5,1566.978417266187,315150676,4022059196164
2018-05-10 00:00:00,9101.483333333334,208961,154968340040.20834,17026712.5,1356.8896103896104,315566216,4022059196164
2018-05-12 00:00:00,8484.346666666666,182054,144491499309,17030362.5,1103.3575757575757,315961894,4143878474754
2018-05-14 00:00:00,8652.038333333332,209697,147377631314.72916,17033862.5,1588.6136363636363,316330385,4143878474754
2018-05-16 00:00:00,8340.703333333333,208463,142108277840.5833,17037925,1164.5977653631285,316753627,4143878474754
2018-05-18 00:00:00,8240.055,211496,140422279278.375,17041425,1429.027027027027,317157806,4143878474754
2018-05-20 00:00:00,8507.406666666668,158663,145010022744.33334,17045150,1101.826388888889,317489743,4143878474754
2018-05-22 00:00:00,8015.580000000001,203337,136657623420.00002,17049000,1346.6026490066224,317895727,4143878474754
2018-05-24 00:00:00,7566.193333333334,206825,129024876252.08334,17052812.5,1446.3286713286714,318325748,4219142059012.615
2018-05-26 00:00:00,7342.908333333333,158783,125248262800.72916,17057037.5,980.141975308642,318680712,4306949573981
2018-05-28 00:00:00,7130.541666666667,189063,121654438770.3125,17061037.5,1211.9423076923076,319014079,4306949573981
2018-05-30 00:00:00,7385.395,204077,126031396405.25,17064950,1172.8563218390805,319422925,4306949573981
2018-06-01 00:00:00,7535.1466666666665,205481,128618548725.33333,17069150,1237.8373493975903,319837932,4306949573981
2018-06-03 00:00:00,7699.886,163443,131460827418.02501,17073087.5,1002.717791411043,320175872,4306949573981
2018-06-05 00:00:00,7615.722142096667,212901,130057970864.28972,17077562.5,1216.577142857143,320598689,4415593341673.571
2018-06-07 00:00:00,7676.2716666666665,207627,131119835639.27083,17081187.5,1451.937062937063,321012733,4940704885521
2018-06-09 00:00:00,7564.408333333333,171306,129236308938.22916,17084787.5,1197.944055944056,321384418,4940704885521
2018-06-11 00:00:00,6875.678333333333,213196,117492450819.79167,17088125,1522.8285714285714,321777423,4940704885521
2018-06-13 00:00:00,6315.7,211829,107946207582.5,17091725,1481.3216783216783,322203847,4940704885521
2018-06-15 00:00:00,6434.088000000001,205861,109994273108.40001,17095550,1345.4967320261437,322619737,4940704885521
2018-06-17 00:00:00,6464.411666666667,144908,110538772930.1875,17099587.5,922.9808917197453,322923735,4940704885521
2018-06-19 00:00:00,6737,191805,115226784775,17103575,1237.4516129032259,323311845,5024546460933.968
2018-06-21 00:00:00,6733.901666666668,198113,115185894363.875,17107637.5,1165.370588235294,323708847,5077499034879
2018-06-23 00:00:00,6141.605833333334,163295,103508812531.75,17111525,1020.59375,324076286,5077499034879
2018-06-25 00:00:00,6211.447499999999,200173,105409486218.75,17115625,1274.9872611464968,324434481,5077499034879
2018-06-27 00:00:00,6105.295000000001,188510,105064037361.625,17118962.5,1557.9338842975208,324818395,5077499034879
2018-06-29 00:00:00,5908.702499999999,197881,101936041059.375,17122812.5,1310.4701986754967,325203900,5077499034879
2018-07-01 00:00:00,6374.754166666667,156247,108801529650.625,17126412.5,1062.904761904762,325541212,5077499034879
2018-07-03 00:00:00,6613.685833333333,216747,113612580405,17129625,1868.5086206896551,325957253,5363678461481
2018-07-05 00:00:00,6603.376666666667,199600,114730704215.875,17133012.5,1456.934306569343,326363641,5363678461481
2018-07-07 00:00:00,6594.281666666667,170160,113496217571.625,17136962.5,1090.7692307692307,326734794,5363678461481
2018-07-09 00:00:00,6723.8725,206546,115216622773,17140637.5,1518.7205882352941,327097025,5363678461481
2018-07-11 00:00:00,6377.363333333334,202603,109835780195.625,17144187.5,1500.762962962963,327515691,5363678461481
2018-07-13 00:00:00,6244.357499999999,207904,105670188705.75,17147737.5,1453.8741258741259,327927130,5363678461481
2018-07-15 00:00:00,6316.881666666667,161151,107543164746.875,17151062.5,1211.6616541353383,328264756,5363678461481
2018-07-17 00:00:00,6869.910833333332,233966,114383451581,17154550,1471.4842767295597,328706564,5199615302174.905
2018-07-19 00:00:00,7396.401666666666,225039,125718181056,17158862.5,1316.017543859649,329170372,5178671069072
2018-07-21 00:00:00,7352.495384615385,184803,125840427125,17162500,1348.9270072992701,329580704,5178671069072
2018-07-23 00:00:00,7689.884166666667,229480,127251335647,17166850,1382.4096385542168,329977313,5178671069072
2018-07-25 00:00:00,8251.164999999999,250208,144832483724.5,17171050,1413.6045197740114,330486879,5178671069072
2018-07-27 00:00:00,8025.2575,229397,136316470864,17175200,1373.6347305389222,330947955,5178671069072
2018-07-29 00:00:00,8206.341666666667,168407,140856386729.625,17179137.5,990.6294117647059,331304600,5595791656327.317
2018-07-31 00:00:00,7916.800833333334,242977,140229324915,17182650,1652.904761904762,331778501,5949437371609
2018-08-02 00:00:00,7593.149166666667,224873,130472558925,17186437.5,1469.7581699346406,332244418,5949437371609
2018-08-04 00:00:00,7247.769166666666,191657,127891680900.75,17190712.5,1088.9602272727273,332665934,5949437371609
2018-08-06 00:00:00,6988.079166666666,218607,120942650691,17194350,1668.7557251908397,333056722,5949437371609
2018-08-08 00:00:00,6450.366923076922,235311,110934781046.04805,17198212.5,1498.7961783439491,333525078,5949437371609
2018-08-10 00:00:00,6396.4946666666665,226148,110034260292.03333,17202275,1284.9318181818182,333973552,5949437371609
2018-08-12 00:00:00,6311.131666666667,165044,108591461463.60417,17206337.5,1064.8,334331034,6389316883511
2018-08-14 00:00:00,6050.942500000001,247622,104136190967.53127,17209912.5,1820.75,334800885,6389316883511
2018-08-16 00:00:00,6342.629230769231,232335,109181385315.53847,17213900,1470.4746835443038,335279286,6389316883511
2018-08-18 00:00:00,6436.720833333334,190935,110826171964.16667,17217800,1193.34375,335704015,6389316883511
2018-08-20 00:00:00,6434.559166666667,214983,110812680256.76042,17221487.5,1433.22,336086398,6389316883511
2018-08-22 00:00:00,6575.229166666667,230333,113260541535.6771,17225337.5,1439.58125,336534508,6389316883511
2018-08-24 00:00:00,6543.645714285715,219848,112740635602.57144,17229025,1505.8082191780823,336971708,6505039002076.411
2018-08-26 00:00:00,6673.274166666666,172747,114999699554.89583,17232875,998.5375722543353,337340875,6727225469722
2018-08-28 00:00:00,7000.040000000002,238039,120660389484.00003,17237100,1555.81045751634,337802570,6727225469722
2018-08-30 00:00:00,6932.662499999999,231391,119524387655.15623,17240762.5,1502.5389610389611,338271469,6727225469722
2018-09-01 00:00:00,7100.946666666667,213331,122452896126.16667,17244587.5,1412.7880794701987,338721876,6727225469722
2018-09-03 00:00:00,7260.949230769231,222897,125238213760.28847,17248187.5,1547.8958333333333,339131918,6727225469722
2018-09-05 00:00:00,7113.069230769231,246477,122710491441.0577,17251412.5,1867.25,339610660,6727225469722
2018-09-07 00:00:00,6444.804166666668,230790,111206304296.6146,17255187.5,1518.3552631578948,340093711,6971177230937.69
2018-09-09 00:00:00,6286.425833333334,188912,108498052100.08334,17259100,1158.9693251533743,340487051,7019199231177
2018-09-11 00:00:00,6296.320833333334,237571,108690553201.45834,17262550,1684.900709219858,340947488,7019199231177
2018-09-13 00:00:00,6450.179230769231,234209,111372019688.07693,17266500,1582.4932432432433,341414972,7019199231177
2018-09-15 00:00:00,6518.655000000002,211071,112576519984.50003,17269900,1507.65,341849293,7019199231177
2018-09-17 00:00:00,6400.600833333334,240152,110559658389.43752,17273325,1778.9037037037037,342268928,7019199231177
2018-09-19 00:00:00,6335.826666666665,251037,109464394111.3333,17277050,1609.2115384615386,342764224,7019199231177
2018-09-21 00:00:00,6669.990833333333,273051,115262610842.89583,17280775,1896.1875,343290949,7152633351906
2018-09-23 00:00:00,6710.445000000001,200319,115987273766.43752,17284587.5,1335.46,343716805,7152633351906
2018-09-25 00:00:00,6412.459166666667,252113,110862120925.87502,17288550,1491.792899408284,344206588,7152633351906
2018-09-27 00:00:00,6535.4766666666665,248686,113011952680.75,17292075,1739.062937062937,344699201,7152633351906
2018-09-29 00:00:00,6550.474166666667,218339,113296346139.25,17295900,1436.4407894736842,345171779,7152633351906
2018-10-01 00:00:00,6590.968333333334,242820,114023175456.93752,17299912.5,1536.8354430379748,345622809,7152633351906
2018-10-03 00:00:00,6470.402500000001,242303,111960205258.59377,17303437.5,1671.0551724137931,346109884,7152633351906
2018-10-05 00:00:00,6568.549166666667,244719,113681469893.17708,17306937.5,1882.4538461538461,346597760,7454968648263
2018-10-07 00:00:00,6558.537499999999,219731,113530087722.81248,17310275,1547.4014084507041,347032334,7454968648263
2018-10-09 00:00:00,6621.711666666667,235862,114645584340.60417,17313587.5,1814.323076923077,347516237,7454968648263
2018-10-11 00:00:00,6248.635833333334,262467,108209969964.27084,17317375,1650.7358490566037,348023649,7454968648263
2018-10-13 00:00:00,6260.645833333335,205097,108439316091.92711,17320787.5,1454.5886524822695,348471920,7454968648263
2018-10-15 00:00:00,6452.571666666667,266945,111785884039.10417,17324237.5,1647.8086419753085,348930124,7454968648263
2018-10-17 00:00:00,6596.276153846155,260362,114297964497.19232,17327650,1886.6811594202898,349448453,7454968648263
2018-10-19 00:00:00,6487.444166666667,253826,112434867969.12502,17331150,1787.5070422535211,349955729,7182852313938
2018-10-21 00:00:00,6531.6016666666665,211505,113223110476.10416,17334662.5,1532.644927536232,350395055,7182852313938
2018-10-23 00:00:00,6481.425999999999,253463,112378366736.64998,17338525,1645.8636363636363,350903842,7182852313938
2018-10-25 00:00:00,6478.0825,254599,112340639386.125,17341650,1858.3868613138686,351412532,7182852313938
2018-10-27 00:00:00,6465.9175000000005,233749,112152228101.15627,17345137.5,1718.7426470588234,351899283,7182852313938
2018-10-29 00:00:00,6382.668333333332,269754,110731077897.85414,17348712.5,1847.6301369863013,352388897,7182852313938
